Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24)",4.89,0.0828,2.7931,0.0765,2.1792,1.64,0.51,1.20,0.01,-0.79,-0.43,-0.90,-1.15,-2.79,-0.11,98.47,52.89,0.43,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",4.81,0.0946,3.2238,0.0835,2.1735,1.67,1.19,0.49,0.66,-0.13,-1.24,-0.82,-2.14,-2.78,1.98,99.44,52.58,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",4.81,0.0946,3.2238,0.0835,2.1735,1.67,1.19,0.49,0.66,-0.13,-1.24,-0.82,-2.14,-2.78,1.98,99.44,52.58,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",4.72,0.0805,2.7149,0.0765,2.1696,1.35,0.97,0.98,0.00,-0.65,-0.77,-0.63,-1.35,-2.62,-0.11,98.47,52.56,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26)",4.72,0.0805,2.7149,0.0765,2.1696,1.35,0.97,0.98,0.00,-0.65,-0.77,-0.63,-1.35,-2.62,-0.11,98.47,52.56,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",5.11,0.0871,2.9849,0.0881,2.1688,2.01,0.57,0.61,-0.04,-0.24,-0.72,-0.95,-1.25,-3.09,#N/A,100.00,52.33,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30)",5.11,0.0871,2.9849,0.0881,2.1688,2.01,0.57,0.61,-0.04,-0.24,-0.72,-0.95,-1.25,-3.09,#N/A,100.00,52.33,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",5.25,0.0913,3.1375,0.0942,2.1686,1.93,1.20,0.01,0.20,0.01,-1.15,-0.48,-1.56,-3.28,#N/A,100.00,52.12,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30,ROW36)",5.25,0.0913,3.1375,0.0942,2.1686,1.93,1.20,0.01,0.20,0.01,-1.15,-0.48,-1.56,-3.28,#N/A,100.00,52.12,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",5.60,0.0941,3.2312,0.0909,2.1685,2.05,1.31,-0.10,0.60,-0.27,-0.94,-1.01,-1.17,-3.57,#N/A,100.00,52.37,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30)",5.60,0.0941,3.2312,0.0909,2.1685,2.05,1.31,-0.10,0.60,-0.27,-0.94,-1.01,-1.17,-3.57,#N/A,100.00,52.37,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",5.70,0.0962,3.2986,0.0859,2.1685,1.73,1.09,0.75,0.14,-0.26,-0.51,-0.87,-1.50,-3.67,#N/A,100.00,52.13,0.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",5.70,0.0962,3.2986,0.0859,2.1685,1.73,1.09,0.75,0.14,-0.26,-0.51,-0.87,-1.50,-3.67,#N/A,100.00,52.13,0.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",5.38,0.0923,3.1611,0.0839,2.1556,2.04,0.82,0.79,0.07,-0.30,-0.88,-0.90,-1.42,-3.33,#N/A,100.00,52.30,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",5.38,0.0923,3.1611,0.0839,2.1556,2.04,0.82,0.79,0.07,-0.30,-0.88,-0.90,-1.42,-3.33,#N/A,100.00,52.30,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.72,0.0925,3.1661,0.0817,2.1505,1.65,1.31,0.78,-0.46,-0.15,-0.21,-0.79,-1.49,-3.69,#N/A,100.00,52.35,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",5.72,0.0925,3.1661,0.0817,2.1505,1.65,1.31,0.78,-0.46,-0.15,-0.21,-0.79,-1.49,-3.69,#N/A,100.00,52.35,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18)",4.58,0.0840,2.8375,0.0815,2.1488,1.66,0.81,0.70,0.21,-0.31,-1.03,-0.86,-1.40,-2.50,-0.11,98.47,52.49,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24)",4.58,0.0840,2.8375,0.0815,2.1488,1.66,0.81,0.70,0.21,-0.31,-1.03,-0.86,-1.40,-2.50,-0.11,98.47,52.49,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",4.99,0.0862,2.9520,0.0849,2.1475,1.94,0.74,0.48,0.00,-0.33,-0.80,-0.68,-1.47,-2.98,#N/A,100.00,52.33,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",4.99,0.0862,2.9520,0.0849,2.1475,1.94,0.74,0.48,0.00,-0.33,-0.80,-0.68,-1.47,-2.98,#N/A,100.00,52.33,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",5.30,0.0924,3.1677,0.0900,2.1436,2.33,0.69,0.03,0.03,0.10,-0.35,-1.16,-1.42,-3.34,#N/A,100.00,52.29,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30,ROW36)",5.30,0.0924,3.1677,0.0900,2.1436,2.33,0.69,0.03,0.03,0.10,-0.35,-1.16,-1.42,-3.34,#N/A,100.00,52.29,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",5.40,0.0937,3.1929,0.0819,2.1431,2.08,0.78,1.08,-0.15,-0.21,-0.31,-0.83,-2.10,-3.35,-1.05,99.41,52.33,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",5.40,0.0937,3.1929,0.0819,2.1431,2.08,0.78,1.08,-0.15,-0.21,-0.31,-0.83,-2.10,-3.35,-1.05,99.41,52.33,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",5.01,0.0899,3.0832,0.0903,2.1418,1.84,1.18,0.30,0.09,-0.42,-0.51,-0.85,-1.66,-3.03,#N/A,100.00,52.11,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",5.01,0.0899,3.0832,0.0903,2.1418,1.84,1.18,0.30,0.09,-0.42,-0.51,-0.85,-1.66,-3.03,#N/A,100.00,52.11,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",5.14,0.0867,2.9784,0.0927,2.1397,2.02,0.97,-0.04,0.08,0.17,-1.18,-0.96,-0.97,-3.19,#N/A,100.00,52.42,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30)",5.14,0.0867,2.9784,0.0927,2.1397,2.02,0.97,-0.04,0.08,0.17,-1.18,-0.96,-0.97,-3.19,#N/A,100.00,52.42,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",5.47,0.0892,3.0102,0.0784,2.1353,1.90,0.80,0.67,0.26,0.32,-1.15,-0.66,-1.34,-3.40,-0.71,98.34,52.81,0.48,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",5.47,0.0892,3.0102,0.0784,2.1353,1.90,0.80,0.67,0.26,0.32,-1.15,-0.66,-1.34,-3.40,-0.71,98.34,52.81,0.48,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",4.90,0.0853,2.8754,0.0784,2.1332,1.74,1.02,0.70,0.13,-0.35,-0.58,-0.86,-1.54,-2.84,-0.71,98.34,52.33,0.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",4.90,0.0853,2.8754,0.0784,2.1332,1.74,1.02,0.70,0.13,-0.35,-0.58,-0.86,-1.54,-2.84,-0.71,98.34,52.33,0.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",5.69,0.0956,3.2746,0.0861,2.1281,2.54,0.92,0.31,-0.01,-0.32,-0.94,-0.72,-1.11,-3.71,#N/A,100.00,52.62,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30)",5.69,0.0956,3.2746,0.0861,2.1281,2.54,0.92,0.31,-0.01,-0.32,-0.94,-0.72,-1.11,-3.71,#N/A,100.00,52.62,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21)",5.28,0.0873,2.9479,0.0821,2.1201,1.67,1.09,0.92,-0.10,-0.10,-0.74,-0.92,-1.20,-3.23,-0.71,98.34,52.37,0.43,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",5.28,0.0873,2.9479,0.0821,2.1201,1.67,1.09,0.92,-0.10,-0.10,-0.74,-0.92,-1.20,-3.23,-0.71,98.34,52.37,0.43,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",5.61,0.0940,3.1976,0.0789,2.1152,2.18,0.97,0.60,-0.24,0.12,-0.25,-1.27,-1.49,-3.61,-1.05,99.41,52.61,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",5.61,0.0940,3.1976,0.0789,2.1152,2.18,0.97,0.60,-0.24,0.12,-0.25,-1.27,-1.49,-3.61,-1.05,99.41,52.61,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",5.89,0.0968,3.3213,0.0882,2.1141,2.03,1.00,0.43,0.37,0.11,-0.93,-0.92,-1.24,-3.92,#N/A,100.00,52.12,0.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",5.89,0.0968,3.3213,0.0882,2.1141,2.03,1.00,0.43,0.37,0.11,-0.93,-0.92,-1.24,-3.92,#N/A,100.00,52.12,0.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",5.39,0.0915,3.1413,0.0944,2.1030,2.14,1.45,-0.14,-0.23,-0.64,-0.04,-0.88,-1.20,-3.52,#N/A,100.00,52.40,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",5.39,0.0915,3.1413,0.0944,2.1030,2.14,1.45,-0.14,-0.23,-0.64,-0.04,-0.88,-1.20,-3.52,#N/A,100.00,52.40,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",4.94,0.0895,3.0428,0.0872,2.0888,1.64,1.08,0.82,0.13,-0.54,-0.65,-0.26,-2.28,-2.98,-0.06,98.85,52.36,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",4.94,0.0895,3.0428,0.0872,2.0888,1.64,1.08,0.82,0.13,-0.54,-0.65,-0.26,-2.28,-2.98,-0.06,98.85,52.36,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",5.44,0.0887,3.0386,0.0864,2.0841,1.57,1.06,0.54,-0.11,-0.31,-0.05,-0.78,-1.42,-3.53,#N/A,100.00,52.33,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",5.44,0.0887,3.0386,0.0864,2.0841,1.57,1.06,0.54,-0.11,-0.31,-0.05,-0.78,-1.42,-3.53,#N/A,100.00,52.33,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",5.93,0.0988,3.3939,0.0921,2.0813,2.25,1.64,0.08,-0.41,-0.23,-0.16,-0.88,-1.25,-4.04,#N/A,100.00,52.50,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",5.93,0.0988,3.3939,0.0921,2.0813,2.25,1.64,0.08,-0.41,-0.23,-0.16,-0.88,-1.25,-4.04,#N/A,100.00,52.50,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",5.83,0.0989,3.3926,0.0881,2.0781,2.38,1.05,0.38,-0.08,0.06,-0.59,-0.95,-1.37,-3.91,#N/A,100.00,52.37,0.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",5.83,0.0989,3.3926,0.0881,2.0781,2.38,1.05,0.38,-0.08,0.06,-0.59,-0.95,-1.37,-3.91,#N/A,100.00,52.37,0.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",5.06,0.0903,3.0740,0.0811,2.0753,1.43,1.26,0.95,0.01,-0.21,-0.60,-0.82,-1.91,-3.10,1.98,99.44,52.62,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",5.06,0.0903,3.0740,0.0811,2.0753,1.43,1.26,0.95,0.01,-0.21,-0.60,-0.82,-1.91,-3.10,1.98,99.44,52.62,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",5.32,0.0851,2.8667,0.0741,2.0701,2.08,0.79,0.65,-0.40,0.11,-0.46,-0.75,-1.23,-3.32,-0.71,98.34,52.68,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",5.32,0.0851,2.8667,0.0741,2.0701,2.08,0.79,0.65,-0.40,0.11,-0.46,-0.75,-1.23,-3.32,-0.71,98.34,52.68,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",5.57,0.0961,3.2992,0.0893,2.0682,2.03,1.34,0.38,0.23,-0.36,-0.34,-0.88,-1.76,-3.63,#N/A,100.00,52.16,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",5.57,0.0961,3.2992,0.0893,2.0682,2.03,1.34,0.38,0.23,-0.36,-0.34,-0.88,-1.76,-3.63,#N/A,100.00,52.16,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",5.39,0.0938,3.1961,0.0772,2.0676,2.07,0.91,1.11,-0.10,-0.49,-0.11,-1.00,-1.89,-3.40,0.69,99.61,52.57,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",5.39,0.0938,3.1961,0.0772,2.0676,2.07,0.91,1.11,-0.10,-0.49,-0.11,-1.00,-1.89,-3.40,0.69,99.61,52.57,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",5.64,0.0894,3.0620,0.0854,2.0664,1.90,1.18,0.37,-0.23,-0.16,-0.49,-0.58,-1.24,-3.75,#N/A,100.00,52.72,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",5.64,0.0894,3.0620,0.0854,2.0664,1.90,1.18,0.37,-0.23,-0.16,-0.49,-0.58,-1.24,-3.75,#N/A,100.00,52.72,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",5.12,0.0886,3.0348,0.0895,2.0657,2.19,1.14,0.26,-0.29,-0.88,-0.34,-0.29,-1.56,-3.23,#N/A,100.00,52.34,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30,ROW36)",5.12,0.0886,3.0348,0.0895,2.0657,2.19,1.14,0.26,-0.29,-0.88,-0.34,-0.29,-1.56,-3.23,#N/A,100.00,52.34,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",5.78,0.0953,3.2642,0.0878,2.0649,2.20,1.32,0.45,-0.56,-0.04,-0.53,-0.44,-1.50,-3.86,#N/A,100.00,52.42,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",5.78,0.0953,3.2642,0.0878,2.0649,2.20,1.32,0.45,-0.56,-0.04,-0.53,-0.44,-1.50,-3.86,#N/A,100.00,52.42,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",5.54,0.0947,3.2485,0.0900,2.0578,2.56,0.86,0.47,-0.49,0.00,-0.95,-0.45,-1.32,-3.67,#N/A,100.00,52.79,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30)",5.54,0.0947,3.2485,0.0900,2.0578,2.56,0.86,0.47,-0.49,0.00,-0.95,-0.45,-1.32,-3.67,#N/A,100.00,52.79,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",5.07,0.0864,2.9539,0.0841,2.0546,2.03,0.81,0.19,-0.20,-0.11,-0.20,-1.17,-1.15,-3.16,#N/A,100.00,52.57,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30)",5.07,0.0864,2.9539,0.0841,2.0546,2.03,0.81,0.19,-0.20,-0.11,-0.20,-1.17,-1.15,-3.16,#N/A,100.00,52.57,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",5.03,0.0888,3.0210,0.0781,2.0543,1.90,0.86,0.59,-0.08,-0.04,-0.25,-1.06,-1.80,-3.08,1.98,99.44,52.58,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",5.03,0.0888,3.0210,0.0781,2.0543,1.90,0.86,0.59,-0.08,-0.04,-0.25,-1.06,-1.80,-3.08,1.98,99.44,52.58,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.55,0.0922,3.1566,0.0830,2.0460,1.82,1.06,0.79,0.15,-0.44,-0.38,-0.81,-1.55,-3.63,#N/A,100.00,52.17,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",5.55,0.0922,3.1566,0.0830,2.0460,1.82,1.06,0.79,0.15,-0.44,-0.38,-0.81,-1.55,-3.63,#N/A,100.00,52.17,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9)",4.61,0.0823,2.7507,0.0856,2.0396,2.04,0.29,1.16,-0.49,-0.26,-0.74,-0.55,-1.42,-2.66,0.55,96.99,52.58,0.43,1.50,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",4.61,0.0823,2.7507,0.0856,2.0396,2.04,0.29,1.16,-0.49,-0.26,-0.74,-0.55,-1.42,-2.66,0.55,96.99,52.58,0.43,1.50,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",5.96,0.0944,3.2339,0.0848,2.0389,1.74,1.45,0.37,0.20,-0.18,-0.48,-0.68,-1.30,-4.07,#N/A,100.00,52.38,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",5.96,0.0944,3.2339,0.0848,2.0389,1.74,1.45,0.37,0.20,-0.18,-0.48,-0.68,-1.30,-4.07,#N/A,100.00,52.38,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",5.39,0.0891,3.0547,0.0868,2.0363,1.87,1.06,0.38,0.30,-0.17,-0.79,-0.78,-1.31,-3.51,#N/A,100.00,52.38,0.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",5.39,0.0891,3.0547,0.0868,2.0363,1.87,1.06,0.38,0.30,-0.17,-0.79,-0.78,-1.31,-3.51,#N/A,100.00,52.38,0.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",5.81,0.0981,3.3705,0.0927,2.0332,2.29,1.04,0.50,0.21,-0.25,-0.50,-1.00,-1.33,-3.93,#N/A,100.00,52.18,0.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",5.81,0.0981,3.3705,0.0927,2.0332,2.29,1.04,0.50,0.21,-0.25,-0.50,-1.00,-1.33,-3.93,#N/A,100.00,52.18,0.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21)",5.00,0.0859,2.9074,0.0785,2.0280,1.26,1.62,0.90,0.13,-0.44,-0.73,-1.16,-1.08,-3.04,-0.81,98.83,52.44,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",5.00,0.0859,2.9074,0.0785,2.0280,1.26,1.62,0.90,0.13,-0.44,-0.73,-1.16,-1.08,-3.04,-0.81,98.83,52.44,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",5.09,0.0871,2.9811,0.0839,2.0200,1.67,0.89,0.73,-0.03,-0.39,-0.27,-0.50,-1.84,-3.22,#N/A,100.00,52.14,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",5.09,0.0871,2.9811,0.0839,2.0200,1.67,0.89,0.73,-0.03,-0.39,-0.27,-0.50,-1.84,-3.22,#N/A,100.00,52.14,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",5.45,0.0912,3.1237,0.0868,2.0140,2.14,0.96,0.49,0.14,-0.31,-0.37,-1.27,-1.12,-3.55,#N/A,100.00,52.33,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",5.45,0.0912,3.1237,0.0868,2.0140,2.14,0.96,0.49,0.14,-0.31,-0.37,-1.27,-1.12,-3.55,#N/A,100.00,52.33,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",5.28,0.0879,3.0069,0.0810,2.0072,2.00,0.78,0.67,0.03,-0.22,-0.51,-1.00,-1.30,-3.39,#N/A,100.00,52.34,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",5.28,0.0879,3.0069,0.0810,2.0072,2.00,0.78,0.67,0.03,-0.22,-0.51,-1.00,-1.30,-3.39,#N/A,100.00,52.34,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",4.79,0.0886,3.0061,0.0837,2.0023,2.02,0.74,0.90,-0.07,-0.43,-0.41,-0.93,-1.85,-2.90,-0.06,98.85,52.32,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",4.79,0.0886,3.0061,0.0837,2.0023,2.02,0.74,0.90,-0.07,-0.43,-0.41,-0.93,-1.85,-2.90,-0.06,98.85,52.32,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",4.87,0.0843,2.8869,0.0881,1.9887,2.04,0.60,0.66,-0.29,-0.18,-0.57,-1.17,-0.99,-3.03,#N/A,100.00,52.38,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30)",4.87,0.0843,2.8869,0.0881,1.9887,2.04,0.60,0.66,-0.29,-0.18,-0.57,-1.17,-0.99,-3.03,#N/A,100.00,52.38,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",5.07,0.0835,2.8605,0.0849,1.9885,1.64,0.72,0.82,-0.21,-0.30,-0.36,-0.76,-1.23,-3.26,#N/A,100.00,52.38,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30)",5.07,0.0835,2.8605,0.0849,1.9885,1.64,0.72,0.82,-0.21,-0.30,-0.36,-0.76,-1.23,-3.26,#N/A,100.00,52.38,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",5.34,0.0874,2.9960,0.0897,1.9840,1.92,1.27,0.29,-0.40,-0.28,-0.34,-0.69,-1.11,-3.59,#N/A,100.00,52.40,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",5.34,0.0874,2.9960,0.0897,1.9840,1.92,1.27,0.29,-0.40,-0.28,-0.34,-0.69,-1.11,-3.59,#N/A,100.00,52.40,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",4.80,0.0883,3.0050,0.0803,1.9803,1.75,0.92,0.86,0.28,-0.32,-0.82,-0.74,-1.92,-2.90,1.98,99.44,52.37,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",4.80,0.0883,3.0050,0.0803,1.9803,1.75,0.92,0.86,0.28,-0.32,-0.82,-0.74,-1.92,-2.90,1.98,99.44,52.37,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30)",4.81,0.0864,2.9624,0.0926,1.9792,2.51,0.60,0.03,0.29,-0.77,-0.65,-0.73,-1.14,-3.07,#N/A,100.00,52.84,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30)",4.81,0.0864,2.9624,0.0926,1.9792,2.51,0.60,0.03,0.29,-0.77,-0.65,-0.73,-1.14,-3.07,#N/A,100.00,52.84,0.37,1.00,100.00
